method,image_id,path,relative_path,category,split,defect_type,sample_id,label,score
Fusion Max,breakfast_box/test/logical_anomalies/047,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\047.png,breakfast_box/test/logical_anomalies/047.png,breakfast_box,test,logical_anomalies,47,1,5.755914484572507
Fusion Max,breakfast_box/test/logical_anomalies/048,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\048.png,breakfast_box/test/logical_anomalies/048.png,breakfast_box,test,logical_anomalies,48,1,6.10627322843632
Fusion Max,breakfast_box/test/logical_anomalies/049,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\049.png,breakfast_box/test/logical_anomalies/049.png,breakfast_box,test,logical_anomalies,49,1,7.6343222837377525
Fusion Max,breakfast_box/test/logical_anomalies/050,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\050.png,breakfast_box/test/logical_anomalies/050.png,breakfast_box,test,logical_anomalies,50,1,11.470007682780732
Fusion Max,breakfast_box/test/logical_anomalies/051,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\051.png,breakfast_box/test/logical_anomalies/051.png,breakfast_box,test,logical_anomalies,51,1,9.435479303552034
Fusion Max,breakfast_box/test/logical_anomalies/052,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\052.png,breakfast_box/test/logical_anomalies/052.png,breakfast_box,test,logical_anomalies,52,1,4.946038134414836
Fusion Max,breakfast_box/test/logical_anomalies/053,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\053.png,breakfast_box/test/logical_anomalies/053.png,breakfast_box,test,logical_anomalies,53,1,2.1871620594078762
Fusion Max,breakfast_box/test/logical_anomalies/054,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\054.png,breakfast_box/test/logical_anomalies/054.png,breakfast_box,test,logical_anomalies,54,1,1.596589848819259
Fusion Max,breakfast_box/test/logical_anomalies/055,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\055.png,breakfast_box/test/logical_anomalies/055.png,breakfast_box,test,logical_anomalies,55,1,0.16747638975614196
Fusion Max,breakfast_box/test/logical_anomalies/056,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\056.png,breakfast_box/test/logical_anomalies/056.png,breakfast_box,test,logical_anomalies,56,1,3.5402158513997017
Fusion Max,breakfast_box/test/logical_anomalies/057,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\057.png,breakfast_box/test/logical_anomalies/057.png,breakfast_box,test,logical_anomalies,57,1,5.874675803488281
Fusion Max,breakfast_box/test/logical_anomalies/058,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\058.png,breakfast_box/test/logical_anomalies/058.png,breakfast_box,test,logical_anomalies,58,1,25.018436259342952
Fusion Max,breakfast_box/test/logical_anomalies/059,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\059.png,breakfast_box/test/logical_anomalies/059.png,breakfast_box,test,logical_anomalies,59,1,18.91286820795034
Fusion Max,breakfast_box/test/logical_anomalies/060,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\060.png,breakfast_box/test/logical_anomalies/060.png,breakfast_box,test,logical_anomalies,60,1,8.578325006923139
Fusion Max,breakfast_box/test/logical_anomalies/061,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\061.png,breakfast_box/test/logical_anomalies/061.png,breakfast_box,test,logical_anomalies,61,1,19.91081809896591
Fusion Max,breakfast_box/test/logical_anomalies/062,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\062.png,breakfast_box/test/logical_anomalies/062.png,breakfast_box,test,logical_anomalies,62,1,18.841969773356777
Fusion Max,breakfast_box/test/logical_anomalies/063,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\063.png,breakfast_box/test/logical_anomalies/063.png,breakfast_box,test,logical_anomalies,63,1,2.949256677187316
Fusion Max,breakfast_box/test/logical_anomalies/064,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\064.png,breakfast_box/test/logical_anomalies/064.png,breakfast_box,test,logical_anomalies,64,1,1.0569759926168194
Fusion Max,breakfast_box/test/logical_anomalies/065,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\065.png,breakfast_box/test/logical_anomalies/065.png,breakfast_box,test,logical_anomalies,65,1,31.455747683455712
Fusion Max,breakfast_box/test/logical_anomalies/066,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\066.png,breakfast_box/test/logical_anomalies/066.png,breakfast_box,test,logical_anomalies,66,1,3.147100254566736
Fusion Max,breakfast_box/test/logical_anomalies/067,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\067.png,breakfast_box/test/logical_anomalies/067.png,breakfast_box,test,logical_anomalies,67,1,31.957263787796954
Fusion Max,breakfast_box/test/logical_anomalies/068,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\068.png,breakfast_box/test/logical_anomalies/068.png,breakfast_box,test,logical_anomalies,68,1,3.7498646306262025
Fusion Max,breakfast_box/test/logical_anomalies/069,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\069.png,breakfast_box/test/logical_anomalies/069.png,breakfast_box,test,logical_anomalies,69,1,11.071478747170772
Fusion Max,breakfast_box/test/logical_anomalies/070,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\070.png,breakfast_box/test/logical_anomalies/070.png,breakfast_box,test,logical_anomalies,70,1,2.430511403954656
Fusion Max,breakfast_box/test/logical_anomalies/071,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\071.png,breakfast_box/test/logical_anomalies/071.png,breakfast_box,test,logical_anomalies,71,1,1.8297429085303063
Fusion Max,breakfast_box/test/logical_anomalies/072,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\072.png,breakfast_box/test/logical_anomalies/072.png,breakfast_box,test,logical_anomalies,72,1,2.3936386749724696
Fusion Max,breakfast_box/test/logical_anomalies/073,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\073.png,breakfast_box/test/logical_anomalies/073.png,breakfast_box,test,logical_anomalies,73,1,1.4246205800303364
Fusion Max,breakfast_box/test/logical_anomalies/074,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\074.png,breakfast_box/test/logical_anomalies/074.png,breakfast_box,test,logical_anomalies,74,1,2.7745568223048287
Fusion Max,breakfast_box/test/logical_anomalies/075,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\075.png,breakfast_box/test/logical_anomalies/075.png,breakfast_box,test,logical_anomalies,75,1,1.630746813595422
Fusion Max,breakfast_box/test/logical_anomalies/076,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\076.png,breakfast_box/test/logical_anomalies/076.png,breakfast_box,test,logical_anomalies,76,1,0.6961568325605751
Fusion Max,breakfast_box/test/logical_anomalies/077,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\077.png,breakfast_box/test/logical_anomalies/077.png,breakfast_box,test,logical_anomalies,77,1,0.49875224097795956
Fusion Max,breakfast_box/test/logical_anomalies/078,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\078.png,breakfast_box/test/logical_anomalies/078.png,breakfast_box,test,logical_anomalies,78,1,6.461561023834494
Fusion Max,breakfast_box/test/logical_anomalies/079,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\079.png,breakfast_box/test/logical_anomalies/079.png,breakfast_box,test,logical_anomalies,79,1,8.676734145844398
Fusion Max,breakfast_box/test/logical_anomalies/080,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\080.png,breakfast_box/test/logical_anomalies/080.png,breakfast_box,test,logical_anomalies,80,1,2.229875757212649
Fusion Max,breakfast_box/test/logical_anomalies/081,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\081.png,breakfast_box/test/logical_anomalies/081.png,breakfast_box,test,logical_anomalies,81,1,1.3728965394223318
Fusion Max,breakfast_box/test/logical_anomalies/082,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\logical_anomalies\082.png,breakfast_box/test/logical_anomalies/082.png,breakfast_box,test,logical_anomalies,82,1,5.0004132965556884
Fusion Max,breakfast_box/test/structural_anomalies/000,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\000.png,breakfast_box/test/structural_anomalies/000.png,breakfast_box,test,structural_anomalies,0,1,0.7260579357006638
Fusion Max,breakfast_box/test/structural_anomalies/001,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\001.png,breakfast_box/test/structural_anomalies/001.png,breakfast_box,test,structural_anomalies,1,1,1.241516177919488
Fusion Max,breakfast_box/test/structural_anomalies/002,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\002.png,breakfast_box/test/structural_anomalies/002.png,breakfast_box,test,structural_anomalies,2,1,5.277327660028816
Fusion Max,breakfast_box/test/structural_anomalies/003,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\003.png,breakfast_box/test/structural_anomalies/003.png,breakfast_box,test,structural_anomalies,3,1,6.008908035989086
Fusion Max,breakfast_box/test/structural_anomalies/004,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\004.png,breakfast_box/test/structural_anomalies/004.png,breakfast_box,test,structural_anomalies,4,1,1.511012281233093
Fusion Max,breakfast_box/test/structural_anomalies/005,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\005.png,breakfast_box/test/structural_anomalies/005.png,breakfast_box,test,structural_anomalies,5,1,1.022735989208819
Fusion Max,breakfast_box/test/structural_anomalies/006,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\006.png,breakfast_box/test/structural_anomalies/006.png,breakfast_box,test,structural_anomalies,6,1,3.7421016852056996
Fusion Max,breakfast_box/test/structural_anomalies/007,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\007.png,breakfast_box/test/structural_anomalies/007.png,breakfast_box,test,structural_anomalies,7,1,4.217048808172111
Fusion Max,breakfast_box/test/structural_anomalies/008,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\008.png,breakfast_box/test/structural_anomalies/008.png,breakfast_box,test,structural_anomalies,8,1,2.4054952994727667
Fusion Max,breakfast_box/test/structural_anomalies/009,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\009.png,breakfast_box/test/structural_anomalies/009.png,breakfast_box,test,structural_anomalies,9,1,0.9914575503186424
Fusion Max,breakfast_box/test/structural_anomalies/010,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\010.png,breakfast_box/test/structural_anomalies/010.png,breakfast_box,test,structural_anomalies,10,1,3.592251790313345
Fusion Max,breakfast_box/test/structural_anomalies/011,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\011.png,breakfast_box/test/structural_anomalies/011.png,breakfast_box,test,structural_anomalies,11,1,3.4235588095459804
Fusion Max,breakfast_box/test/structural_anomalies/012,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\012.png,breakfast_box/test/structural_anomalies/012.png,breakfast_box,test,structural_anomalies,12,1,0.9590119201749843
Fusion Max,breakfast_box/test/structural_anomalies/013,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\013.png,breakfast_box/test/structural_anomalies/013.png,breakfast_box,test,structural_anomalies,13,1,2.723470617502358
Fusion Max,breakfast_box/test/structural_anomalies/014,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\014.png,breakfast_box/test/structural_anomalies/014.png,breakfast_box,test,structural_anomalies,14,1,1.7314246540119582
Fusion Max,breakfast_box/test/structural_anomalies/015,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\015.png,breakfast_box/test/structural_anomalies/015.png,breakfast_box,test,structural_anomalies,15,1,1.7877987493926402
Fusion Max,breakfast_box/test/structural_anomalies/016,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\016.png,breakfast_box/test/structural_anomalies/016.png,breakfast_box,test,structural_anomalies,16,1,6.052121918302435
Fusion Max,breakfast_box/test/structural_anomalies/017,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\017.png,breakfast_box/test/structural_anomalies/017.png,breakfast_box,test,structural_anomalies,17,1,2.774834169664073
Fusion Max,breakfast_box/test/structural_anomalies/018,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\018.png,breakfast_box/test/structural_anomalies/018.png,breakfast_box,test,structural_anomalies,18,1,1.8586593483404312
Fusion Max,breakfast_box/test/structural_anomalies/019,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\019.png,breakfast_box/test/structural_anomalies/019.png,breakfast_box,test,structural_anomalies,19,1,1.6804562431295968
Fusion Max,breakfast_box/test/structural_anomalies/020,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\020.png,breakfast_box/test/structural_anomalies/020.png,breakfast_box,test,structural_anomalies,20,1,1.9608184506457769
Fusion Max,breakfast_box/test/structural_anomalies/021,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\021.png,breakfast_box/test/structural_anomalies/021.png,breakfast_box,test,structural_anomalies,21,1,1.108976118458367
Fusion Max,breakfast_box/test/structural_anomalies/022,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\022.png,breakfast_box/test/structural_anomalies/022.png,breakfast_box,test,structural_anomalies,22,1,0.9381021067715968
Fusion Max,breakfast_box/test/structural_anomalies/023,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\023.png,breakfast_box/test/structural_anomalies/023.png,breakfast_box,test,structural_anomalies,23,1,0.45596514524099147
Fusion Max,breakfast_box/test/structural_anomalies/024,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\024.png,breakfast_box/test/structural_anomalies/024.png,breakfast_box,test,structural_anomalies,24,1,7.537880498894128
Fusion Max,breakfast_box/test/structural_anomalies/025,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\025.png,breakfast_box/test/structural_anomalies/025.png,breakfast_box,test,structural_anomalies,25,1,1.7592862272558987
Fusion Max,breakfast_box/test/structural_anomalies/026,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\026.png,breakfast_box/test/structural_anomalies/026.png,breakfast_box,test,structural_anomalies,26,1,1.3603764594817611
Fusion Max,breakfast_box/test/structural_anomalies/027,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\027.png,breakfast_box/test/structural_anomalies/027.png,breakfast_box,test,structural_anomalies,27,1,1.2736741916731027
Fusion Max,breakfast_box/test/structural_anomalies/028,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\028.png,breakfast_box/test/structural_anomalies/028.png,breakfast_box,test,structural_anomalies,28,1,1.2021241968609548
Fusion Max,breakfast_box/test/structural_anomalies/029,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\029.png,breakfast_box/test/structural_anomalies/029.png,breakfast_box,test,structural_anomalies,29,1,4.209349125892202
Fusion Max,breakfast_box/test/structural_anomalies/030,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\030.png,breakfast_box/test/structural_anomalies/030.png,breakfast_box,test,structural_anomalies,30,1,4.866295929942912
Fusion Max,breakfast_box/test/structural_anomalies/031,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\031.png,breakfast_box/test/structural_anomalies/031.png,breakfast_box,test,structural_anomalies,31,1,3.948502039655543
Fusion Max,breakfast_box/test/structural_anomalies/032,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\032.png,breakfast_box/test/structural_anomalies/032.png,breakfast_box,test,structural_anomalies,32,1,1.3926194020101084
Fusion Max,breakfast_box/test/structural_anomalies/033,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\033.png,breakfast_box/test/structural_anomalies/033.png,breakfast_box,test,structural_anomalies,33,1,1.3173128264439011
Fusion Max,breakfast_box/test/structural_anomalies/034,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\034.png,breakfast_box/test/structural_anomalies/034.png,breakfast_box,test,structural_anomalies,34,1,2.8123449305757435
Fusion Max,breakfast_box/test/structural_anomalies/035,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\035.png,breakfast_box/test/structural_anomalies/035.png,breakfast_box,test,structural_anomalies,35,1,1.734624806646281
Fusion Max,breakfast_box/test/structural_anomalies/036,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\036.png,breakfast_box/test/structural_anomalies/036.png,breakfast_box,test,structural_anomalies,36,1,3.750321833979855
Fusion Max,breakfast_box/test/structural_anomalies/037,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\037.png,breakfast_box/test/structural_anomalies/037.png,breakfast_box,test,structural_anomalies,37,1,2.2022759802349943
Fusion Max,breakfast_box/test/structural_anomalies/038,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\038.png,breakfast_box/test/structural_anomalies/038.png,breakfast_box,test,structural_anomalies,38,1,4.029595924856727
Fusion Max,breakfast_box/test/structural_anomalies/039,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\039.png,breakfast_box/test/structural_anomalies/039.png,breakfast_box,test,structural_anomalies,39,1,5.696425462738013
Fusion Max,breakfast_box/test/structural_anomalies/040,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\040.png,breakfast_box/test/structural_anomalies/040.png,breakfast_box,test,structural_anomalies,40,1,5.520185856348222
Fusion Max,breakfast_box/test/structural_anomalies/041,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\041.png,breakfast_box/test/structural_anomalies/041.png,breakfast_box,test,structural_anomalies,41,1,3.592313284045085
Fusion Max,breakfast_box/test/structural_anomalies/042,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\042.png,breakfast_box/test/structural_anomalies/042.png,breakfast_box,test,structural_anomalies,42,1,3.5470180938430205
Fusion Max,breakfast_box/test/structural_anomalies/043,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\043.png,breakfast_box/test/structural_anomalies/043.png,breakfast_box,test,structural_anomalies,43,1,0.6476880003291224
Fusion Max,breakfast_box/test/structural_anomalies/044,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\044.png,breakfast_box/test/structural_anomalies/044.png,breakfast_box,test,structural_anomalies,44,1,1.0147872948746124
Fusion Max,breakfast_box/test/structural_anomalies/045,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\045.png,breakfast_box/test/structural_anomalies/045.png,breakfast_box,test,structural_anomalies,45,1,0.8414002424163031
Fusion Max,breakfast_box/test/structural_anomalies/046,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\046.png,breakfast_box/test/structural_anomalies/046.png,breakfast_box,test,structural_anomalies,46,1,1.5561783245974445
Fusion Max,breakfast_box/test/structural_anomalies/047,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\047.png,breakfast_box/test/structural_anomalies/047.png,breakfast_box,test,structural_anomalies,47,1,1.2691365622720114
Fusion Max,breakfast_box/test/structural_anomalies/048,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\048.png,breakfast_box/test/structural_anomalies/048.png,breakfast_box,test,structural_anomalies,48,1,3.3708488340411074
Fusion Max,breakfast_box/test/structural_anomalies/049,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\049.png,breakfast_box/test/structural_anomalies/049.png,breakfast_box,test,structural_anomalies,49,1,0.7650024202897088
Fusion Max,breakfast_box/test/structural_anomalies/050,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\050.png,breakfast_box/test/structural_anomalies/050.png,breakfast_box,test,structural_anomalies,50,1,1.945739797534723
Fusion Max,breakfast_box/test/structural_anomalies/051,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\051.png,breakfast_box/test/structural_anomalies/051.png,breakfast_box,test,structural_anomalies,51,1,1.8020724341893182
Fusion Max,breakfast_box/test/structural_anomalies/052,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\052.png,breakfast_box/test/structural_anomalies/052.png,breakfast_box,test,structural_anomalies,52,1,1.0876029796190703
Fusion Max,breakfast_box/test/structural_anomalies/053,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\053.png,breakfast_box/test/structural_anomalies/053.png,breakfast_box,test,structural_anomalies,53,1,1.2923739024667091
Fusion Max,breakfast_box/test/structural_anomalies/054,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\054.png,breakfast_box/test/structural_anomalies/054.png,breakfast_box,test,structural_anomalies,54,1,1.5584731347715617
Fusion Max,breakfast_box/test/structural_anomalies/055,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\055.png,breakfast_box/test/structural_anomalies/055.png,breakfast_box,test,structural_anomalies,55,1,1.5927799007011592
Fusion Max,breakfast_box/test/structural_anomalies/056,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\056.png,breakfast_box/test/structural_anomalies/056.png,breakfast_box,test,structural_anomalies,56,1,1.5782312209626344
Fusion Max,breakfast_box/test/structural_anomalies/057,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\057.png,breakfast_box/test/structural_anomalies/057.png,breakfast_box,test,structural_anomalies,57,1,2.185966051975703
Fusion Max,breakfast_box/test/structural_anomalies/058,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\breakfast_box\test\structural_anomalies\058.png,breakfast_box/test/structural_anomalies/058.png,breakfast_box,test,structural_anomalies,58,1,1.0242888397245056
