path,relative_path,file_name,file_size_bytes,width,height,mode,corrupted,error,category,split,defect_type,sample_id,is_mask,kind,label,anomaly_group
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\000\000.png,juice_bottle/ground_truth/logical_anomalies/000/000.png,000.png,2006,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,000,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\000\001.png,juice_bottle/ground_truth/logical_anomalies/000/001.png,001.png,1840,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,000,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\001\000.png,juice_bottle/ground_truth/logical_anomalies/001/000.png,000.png,2001,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,001,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\001\001.png,juice_bottle/ground_truth/logical_anomalies/001/001.png,001.png,1840,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,001,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\002\000.png,juice_bottle/ground_truth/logical_anomalies/002/000.png,000.png,2003,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,002,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\002\001.png,juice_bottle/ground_truth/logical_anomalies/002/001.png,001.png,1840,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,002,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\003\000.png,juice_bottle/ground_truth/logical_anomalies/003/000.png,000.png,2000,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,003,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\003\001.png,juice_bottle/ground_truth/logical_anomalies/003/001.png,001.png,1840,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,003,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\004\000.png,juice_bottle/ground_truth/logical_anomalies/004/000.png,000.png,2006,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,004,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\004\001.png,juice_bottle/ground_truth/logical_anomalies/004/001.png,001.png,1838,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,004,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\005\000.png,juice_bottle/ground_truth/logical_anomalies/005/000.png,000.png,2004,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,005,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\005\001.png,juice_bottle/ground_truth/logical_anomalies/005/001.png,001.png,1840,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,005,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\006\000.png,juice_bottle/ground_truth/logical_anomalies/006/000.png,000.png,2002,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,006,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\006\001.png,juice_bottle/ground_truth/logical_anomalies/006/001.png,001.png,1840,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,006,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\007\000.png,juice_bottle/ground_truth/logical_anomalies/007/000.png,000.png,2004,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,007,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\007\001.png,juice_bottle/ground_truth/logical_anomalies/007/001.png,001.png,1840,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,007,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\008\000.png,juice_bottle/ground_truth/logical_anomalies/008/000.png,000.png,2005,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,008,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\008\001.png,juice_bottle/ground_truth/logical_anomalies/008/001.png,001.png,1838,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,008,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\009\000.png,juice_bottle/ground_truth/logical_anomalies/009/000.png,000.png,2006,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,009,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\009\001.png,juice_bottle/ground_truth/logical_anomalies/009/001.png,001.png,1840,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,009,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\010\000.png,juice_bottle/ground_truth/logical_anomalies/010/000.png,000.png,2006,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,010,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\010\001.png,juice_bottle/ground_truth/logical_anomalies/010/001.png,001.png,1840,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,010,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\011\000.png,juice_bottle/ground_truth/logical_anomalies/011/000.png,000.png,2005,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,011,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\011\001.png,juice_bottle/ground_truth/logical_anomalies/011/001.png,001.png,1840,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,011,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\012\000.png,juice_bottle/ground_truth/logical_anomalies/012/000.png,000.png,1840,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,012,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\013\000.png,juice_bottle/ground_truth/logical_anomalies/013/000.png,000.png,1838,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,013,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\014\000.png,juice_bottle/ground_truth/logical_anomalies/014/000.png,000.png,1840,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,014,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\015\000.png,juice_bottle/ground_truth/logical_anomalies/015/000.png,000.png,1839,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,015,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\016\000.png,juice_bottle/ground_truth/logical_anomalies/016/000.png,000.png,1839,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,016,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\017\000.png,juice_bottle/ground_truth/logical_anomalies/017/000.png,000.png,1839,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,017,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\018\000.png,juice_bottle/ground_truth/logical_anomalies/018/000.png,000.png,1838,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,018,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\019\000.png,juice_bottle/ground_truth/logical_anomalies/019/000.png,000.png,1840,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,019,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\020\000.png,juice_bottle/ground_truth/logical_anomalies/020/000.png,000.png,1840,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,020,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\021\000.png,juice_bottle/ground_truth/logical_anomalies/021/000.png,000.png,1840,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,021,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\022\000.png,juice_bottle/ground_truth/logical_anomalies/022/000.png,000.png,1840,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,022,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\023\000.png,juice_bottle/ground_truth/logical_anomalies/023/000.png,000.png,1840,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,023,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\024\000.png,juice_bottle/ground_truth/logical_anomalies/024/000.png,000.png,4440,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,024,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\025\000.png,juice_bottle/ground_truth/logical_anomalies/025/000.png,000.png,4502,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,025,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\026\000.png,juice_bottle/ground_truth/logical_anomalies/026/000.png,000.png,4465,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,026,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\027\000.png,juice_bottle/ground_truth/logical_anomalies/027/000.png,000.png,4630,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,027,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\028\000.png,juice_bottle/ground_truth/logical_anomalies/028/000.png,000.png,4408,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,028,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\029\000.png,juice_bottle/ground_truth/logical_anomalies/029/000.png,000.png,4507,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,029,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\030\000.png,juice_bottle/ground_truth/logical_anomalies/030/000.png,000.png,4537,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,030,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\031\000.png,juice_bottle/ground_truth/logical_anomalies/031/000.png,000.png,4401,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,031,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\032\000.png,juice_bottle/ground_truth/logical_anomalies/032/000.png,000.png,4413,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,032,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\033\000.png,juice_bottle/ground_truth/logical_anomalies/033/000.png,000.png,4528,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,033,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\034\000.png,juice_bottle/ground_truth/logical_anomalies/034/000.png,000.png,4449,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,034,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\035\000.png,juice_bottle/ground_truth/logical_anomalies/035/000.png,000.png,4469,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,035,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\036\000.png,juice_bottle/ground_truth/logical_anomalies/036/000.png,000.png,2178,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,036,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\037\000.png,juice_bottle/ground_truth/logical_anomalies/037/000.png,000.png,2157,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,037,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\038\000.png,juice_bottle/ground_truth/logical_anomalies/038/000.png,000.png,2198,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,038,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\039\000.png,juice_bottle/ground_truth/logical_anomalies/039/000.png,000.png,2191,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,039,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\040\000.png,juice_bottle/ground_truth/logical_anomalies/040/000.png,000.png,2379,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,040,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\041\000.png,juice_bottle/ground_truth/logical_anomalies/041/000.png,000.png,2177,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,041,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\042\000.png,juice_bottle/ground_truth/logical_anomalies/042/000.png,000.png,2175,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,042,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\043\000.png,juice_bottle/ground_truth/logical_anomalies/043/000.png,000.png,2225,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,043,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\044\000.png,juice_bottle/ground_truth/logical_anomalies/044/000.png,000.png,2182,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,044,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\045\000.png,juice_bottle/ground_truth/logical_anomalies/045/000.png,000.png,2301,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,045,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\046\000.png,juice_bottle/ground_truth/logical_anomalies/046/000.png,000.png,1934,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,046,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\047\000.png,juice_bottle/ground_truth/logical_anomalies/047/000.png,000.png,1969,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,047,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\048\000.png,juice_bottle/ground_truth/logical_anomalies/048/000.png,000.png,1930,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,048,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\049\000.png,juice_bottle/ground_truth/logical_anomalies/049/000.png,000.png,1957,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,049,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\050\000.png,juice_bottle/ground_truth/logical_anomalies/050/000.png,000.png,1944,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,050,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\051\000.png,juice_bottle/ground_truth/logical_anomalies/051/000.png,000.png,2357,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,051,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\052\000.png,juice_bottle/ground_truth/logical_anomalies/052/000.png,000.png,2157,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,052,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\053\000.png,juice_bottle/ground_truth/logical_anomalies/053/000.png,000.png,2195,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,053,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\054\000.png,juice_bottle/ground_truth/logical_anomalies/054/000.png,000.png,2099,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,054,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\055\000.png,juice_bottle/ground_truth/logical_anomalies/055/000.png,000.png,2196,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,055,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\056\000.png,juice_bottle/ground_truth/logical_anomalies/056/000.png,000.png,2222,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,056,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\057\000.png,juice_bottle/ground_truth/logical_anomalies/057/000.png,000.png,2152,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,057,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\058\000.png,juice_bottle/ground_truth/logical_anomalies/058/000.png,000.png,2083,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,058,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\059\000.png,juice_bottle/ground_truth/logical_anomalies/059/000.png,000.png,1914,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,059,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\060\000.png,juice_bottle/ground_truth/logical_anomalies/060/000.png,000.png,2666,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,060,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\061\000.png,juice_bottle/ground_truth/logical_anomalies/061/000.png,000.png,2599,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,061,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\062\000.png,juice_bottle/ground_truth/logical_anomalies/062/000.png,000.png,2644,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,062,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\063\000.png,juice_bottle/ground_truth/logical_anomalies/063/000.png,000.png,2589,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,063,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\064\000.png,juice_bottle/ground_truth/logical_anomalies/064/000.png,000.png,2653,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,064,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\065\000.png,juice_bottle/ground_truth/logical_anomalies/065/000.png,000.png,2654,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,065,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\066\000.png,juice_bottle/ground_truth/logical_anomalies/066/000.png,000.png,2634,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,066,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\067\000.png,juice_bottle/ground_truth/logical_anomalies/067/000.png,000.png,2697,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,067,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\068\000.png,juice_bottle/ground_truth/logical_anomalies/068/000.png,000.png,2595,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,068,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\069\000.png,juice_bottle/ground_truth/logical_anomalies/069/000.png,000.png,2680,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,069,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\070\000.png,juice_bottle/ground_truth/logical_anomalies/070/000.png,000.png,2671,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,070,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\071\000.png,juice_bottle/ground_truth/logical_anomalies/071/000.png,000.png,2636,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,071,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\072\000.png,juice_bottle/ground_truth/logical_anomalies/072/000.png,000.png,2003,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,072,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\073\000.png,juice_bottle/ground_truth/logical_anomalies/073/000.png,000.png,2006,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,073,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\074\000.png,juice_bottle/ground_truth/logical_anomalies/074/000.png,000.png,2004,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,074,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\075\000.png,juice_bottle/ground_truth/logical_anomalies/075/000.png,000.png,2004,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,075,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\076\000.png,juice_bottle/ground_truth/logical_anomalies/076/000.png,000.png,2002,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,076,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\077\000.png,juice_bottle/ground_truth/logical_anomalies/077/000.png,000.png,2002,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,077,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\078\000.png,juice_bottle/ground_truth/logical_anomalies/078/000.png,000.png,2001,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,078,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\079\000.png,juice_bottle/ground_truth/logical_anomalies/079/000.png,000.png,2004,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,079,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\080\000.png,juice_bottle/ground_truth/logical_anomalies/080/000.png,000.png,2004,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,080,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\081\000.png,juice_bottle/ground_truth/logical_anomalies/081/000.png,000.png,2005,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,081,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\082\000.png,juice_bottle/ground_truth/logical_anomalies/082/000.png,000.png,2005,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,082,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\083\000.png,juice_bottle/ground_truth/logical_anomalies/083/000.png,000.png,2003,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,083,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\084\000.png,juice_bottle/ground_truth/logical_anomalies/084/000.png,000.png,1865,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,084,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\085\000.png,juice_bottle/ground_truth/logical_anomalies/085/000.png,000.png,1656,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,085,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\086\000.png,juice_bottle/ground_truth/logical_anomalies/086/000.png,000.png,3000,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,086,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\087\000.png,juice_bottle/ground_truth/logical_anomalies/087/000.png,000.png,1632,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,087,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\088\000.png,juice_bottle/ground_truth/logical_anomalies/088/000.png,000.png,3248,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,088,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\089\000.png,juice_bottle/ground_truth/logical_anomalies/089/000.png,000.png,3003,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,089,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\090\000.png,juice_bottle/ground_truth/logical_anomalies/090/000.png,000.png,3493,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,090,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\091\000.png,juice_bottle/ground_truth/logical_anomalies/091/000.png,000.png,2338,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,091,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\092\000.png,juice_bottle/ground_truth/logical_anomalies/092/000.png,000.png,1766,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,092,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\093\000.png,juice_bottle/ground_truth/logical_anomalies/093/000.png,000.png,2084,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,093,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\094\000.png,juice_bottle/ground_truth/logical_anomalies/094/000.png,000.png,3337,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,094,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\095\000.png,juice_bottle/ground_truth/logical_anomalies/095/000.png,000.png,2197,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,095,True,mask,1,logical_anomalies
D:\Anal Project Codex\Phase 1\juice_bottle\ground_truth\logical_anomalies\096\000.png,juice_bottle/ground_truth/logical_anomalies/096/000.png,000.png,3037,800,1600,L,False,,juice_bottle,ground_truth,logical_anomalies,096,True,mask,1,logical_anomalies
