method,image_id,path,relative_path,category,split,defect_type,sample_id,label,score,aggregation,feature_backend,map_file,time_ms
DINOv2 PatchMemory,breakfast_box/validation/good/014,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/014.png,breakfast_box/validation/good/014.png,breakfast_box,validation,good,014,0,0.5130472206152402,top5,dinov2-small,,322.19116000032955
DINOv2 PatchMemory,breakfast_box/validation/good/015,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/015.png,breakfast_box/validation/good/015.png,breakfast_box,validation,good,015,0,0.5528349693004901,top5,dinov2-small,,306.5252930000497
DINOv2 PatchMemory,breakfast_box/validation/good/016,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/016.png,breakfast_box/validation/good/016.png,breakfast_box,validation,good,016,0,0.5399707418221694,top5,dinov2-small,,303.5285340001792
DINOv2 PatchMemory,breakfast_box/validation/good/017,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/017.png,breakfast_box/validation/good/017.png,breakfast_box,validation,good,017,0,0.4987341876213367,top5,dinov2-small,,305.38291599987133
DINOv2 PatchMemory,breakfast_box/validation/good/018,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/018.png,breakfast_box/validation/good/018.png,breakfast_box,validation,good,018,0,0.5256088169721457,top5,dinov2-small,,326.91670399981376
DINOv2 PatchMemory,breakfast_box/validation/good/019,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/019.png,breakfast_box/validation/good/019.png,breakfast_box,validation,good,019,0,0.5865509189092196,top5,dinov2-small,,303.7065620001158
DINOv2 PatchMemory,breakfast_box/validation/good/020,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/020.png,breakfast_box/validation/good/020.png,breakfast_box,validation,good,020,0,0.534267042691891,top5,dinov2-small,,307.5223330006338
DINOv2 PatchMemory,breakfast_box/validation/good/021,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/021.png,breakfast_box/validation/good/021.png,breakfast_box,validation,good,021,0,0.5508765624119685,top5,dinov2-small,,330.3806160001841
DINOv2 PatchMemory,breakfast_box/validation/good/022,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/022.png,breakfast_box/validation/good/022.png,breakfast_box,validation,good,022,0,0.5859600947453425,top5,dinov2-small,,311.9110070001625
DINOv2 PatchMemory,breakfast_box/validation/good/023,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/023.png,breakfast_box/validation/good/023.png,breakfast_box,validation,good,023,0,0.5599127067969396,top5,dinov2-small,,308.81776200021704
DINOv2 PatchMemory,breakfast_box/validation/good/024,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/024.png,breakfast_box/validation/good/024.png,breakfast_box,validation,good,024,0,0.5082940826049218,top5,dinov2-small,,315.67289300073753
DINOv2 PatchMemory,breakfast_box/validation/good/025,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/025.png,breakfast_box/validation/good/025.png,breakfast_box,validation,good,025,0,0.531800354902561,top5,dinov2-small,,317.75771499997063
DINOv2 PatchMemory,breakfast_box/validation/good/026,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/026.png,breakfast_box/validation/good/026.png,breakfast_box,validation,good,026,0,0.4920763625548436,top5,dinov2-small,,305.0836029997299
DINOv2 PatchMemory,breakfast_box/validation/good/027,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/027.png,breakfast_box/validation/good/027.png,breakfast_box,validation,good,027,0,0.5204461171076848,top5,dinov2-small,,312.8480240002318
DINOv2 PatchMemory,breakfast_box/validation/good/028,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/028.png,breakfast_box/validation/good/028.png,breakfast_box,validation,good,028,0,0.5556982526412377,top5,dinov2-small,,339.3418309997287
DINOv2 PatchMemory,breakfast_box/validation/good/029,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/029.png,breakfast_box/validation/good/029.png,breakfast_box,validation,good,029,0,0.5000689556965461,top5,dinov2-small,,313.93451999974786
DINOv2 PatchMemory,breakfast_box/validation/good/030,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/030.png,breakfast_box/validation/good/030.png,breakfast_box,validation,good,030,0,0.5196305421682504,top5,dinov2-small,,307.88157699953445
DINOv2 PatchMemory,breakfast_box/validation/good/031,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/031.png,breakfast_box/validation/good/031.png,breakfast_box,validation,good,031,0,0.5410178601741791,top5,dinov2-small,,338.66888499960623
DINOv2 PatchMemory,breakfast_box/validation/good/032,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/032.png,breakfast_box/validation/good/032.png,breakfast_box,validation,good,032,0,0.5678409521396344,top5,dinov2-small,,305.99347399947874
DINOv2 PatchMemory,breakfast_box/validation/good/033,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/033.png,breakfast_box/validation/good/033.png,breakfast_box,validation,good,033,0,0.5576682549256545,top5,dinov2-small,,306.93129300016153
DINOv2 PatchMemory,breakfast_box/validation/good/034,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/034.png,breakfast_box/validation/good/034.png,breakfast_box,validation,good,034,0,0.5366602838039398,top5,dinov2-small,,325.6060190005883
DINOv2 PatchMemory,breakfast_box/validation/good/035,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/035.png,breakfast_box/validation/good/035.png,breakfast_box,validation,good,035,0,0.5647021532058716,top5,dinov2-small,,313.7472069993237
DINOv2 PatchMemory,breakfast_box/validation/good/036,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/036.png,breakfast_box/validation/good/036.png,breakfast_box,validation,good,036,0,0.6027855139512283,top5,dinov2-small,,337.6480979995904
DINOv2 PatchMemory,breakfast_box/validation/good/037,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/037.png,breakfast_box/validation/good/037.png,breakfast_box,validation,good,037,0,0.5355553076817439,top5,dinov2-small,,489.5128910002313
DINOv2 PatchMemory,breakfast_box/validation/good/038,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/038.png,breakfast_box/validation/good/038.png,breakfast_box,validation,good,038,0,0.5075990236722506,top5,dinov2-small,,484.03203899943037
DINOv2 PatchMemory,breakfast_box/validation/good/039,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/039.png,breakfast_box/validation/good/039.png,breakfast_box,validation,good,039,0,0.5775702183063214,top5,dinov2-small,,481.77647600005
DINOv2 PatchMemory,breakfast_box/validation/good/040,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/040.png,breakfast_box/validation/good/040.png,breakfast_box,validation,good,040,0,0.5339318766043737,top5,dinov2-small,,488.96251800033497
DINOv2 PatchMemory,breakfast_box/validation/good/041,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/041.png,breakfast_box/validation/good/041.png,breakfast_box,validation,good,041,0,0.555165694310115,top5,dinov2-small,,486.95861600026547
DINOv2 PatchMemory,breakfast_box/validation/good/042,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/042.png,breakfast_box/validation/good/042.png,breakfast_box,validation,good,042,0,0.503476097033574,top5,dinov2-small,,505.3738649994557
DINOv2 PatchMemory,breakfast_box/validation/good/043,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/043.png,breakfast_box/validation/good/043.png,breakfast_box,validation,good,043,0,0.5848671381290143,top5,dinov2-small,,494.6623850000833
DINOv2 PatchMemory,breakfast_box/validation/good/044,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/044.png,breakfast_box/validation/good/044.png,breakfast_box,validation,good,044,0,0.531021230495893,top5,dinov2-small,,522.2128549994522
DINOv2 PatchMemory,breakfast_box/validation/good/045,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/045.png,breakfast_box/validation/good/045.png,breakfast_box,validation,good,045,0,0.527820321229788,top5,dinov2-small,,495.77552100072353
DINOv2 PatchMemory,breakfast_box/validation/good/046,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/046.png,breakfast_box/validation/good/046.png,breakfast_box,validation,good,046,0,0.5742420829259433,top5,dinov2-small,,498.68568900001264
DINOv2 PatchMemory,breakfast_box/validation/good/047,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/047.png,breakfast_box/validation/good/047.png,breakfast_box,validation,good,047,0,0.5881921557279733,top5,dinov2-small,,482.68718300005276
DINOv2 PatchMemory,breakfast_box/validation/good/048,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/048.png,breakfast_box/validation/good/048.png,breakfast_box,validation,good,048,0,0.5763517022132874,top5,dinov2-small,,318.0434059995605
DINOv2 PatchMemory,breakfast_box/validation/good/049,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/049.png,breakfast_box/validation/good/049.png,breakfast_box,validation,good,049,0,0.5740643968948951,top5,dinov2-small,,332.00034400033474
DINOv2 PatchMemory,breakfast_box/validation/good/050,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/050.png,breakfast_box/validation/good/050.png,breakfast_box,validation,good,050,0,0.5751230625005869,top5,dinov2-small,,314.9659029995746
DINOv2 PatchMemory,breakfast_box/validation/good/051,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/051.png,breakfast_box/validation/good/051.png,breakfast_box,validation,good,051,0,0.5800206844623272,top5,dinov2-small,,305.89626700020744
DINOv2 PatchMemory,breakfast_box/validation/good/052,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/052.png,breakfast_box/validation/good/052.png,breakfast_box,validation,good,052,0,0.4934686514047476,top5,dinov2-small,,325.2146149998225
DINOv2 PatchMemory,breakfast_box/validation/good/053,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/053.png,breakfast_box/validation/good/053.png,breakfast_box,validation,good,053,0,0.5242870037372296,top5,dinov2-small,,320.75038499988295
DINOv2 PatchMemory,breakfast_box/validation/good/054,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/054.png,breakfast_box/validation/good/054.png,breakfast_box,validation,good,054,0,0.5544139055105356,top5,dinov2-small,,330.45868299996073
DINOv2 PatchMemory,breakfast_box/validation/good/055,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/055.png,breakfast_box/validation/good/055.png,breakfast_box,validation,good,055,0,0.5762265141193683,top5,dinov2-small,,329.6806399994239
DINOv2 PatchMemory,breakfast_box/validation/good/056,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/056.png,breakfast_box/validation/good/056.png,breakfast_box,validation,good,056,0,0.5233249733081231,top5,dinov2-small,,312.49390199991467
DINOv2 PatchMemory,breakfast_box/validation/good/057,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/057.png,breakfast_box/validation/good/057.png,breakfast_box,validation,good,057,0,0.4934751230936784,top5,dinov2-small,,309.5994539999083
DINOv2 PatchMemory,breakfast_box/validation/good/058,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/058.png,breakfast_box/validation/good/058.png,breakfast_box,validation,good,058,0,0.5400044322013855,top5,dinov2-small,,310.85769699984667
DINOv2 PatchMemory,breakfast_box/validation/good/059,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/059.png,breakfast_box/validation/good/059.png,breakfast_box,validation,good,059,0,0.5527727099565359,top5,dinov2-small,,326.38500700068107
DINOv2 PatchMemory,breakfast_box/validation/good/060,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/060.png,breakfast_box/validation/good/060.png,breakfast_box,validation,good,060,0,0.5116828015217414,top5,dinov2-small,,314.85460000021703
DINOv2 PatchMemory,breakfast_box/validation/good/061,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/validation/good/061.png,breakfast_box/validation/good/061.png,breakfast_box,validation,good,061,0,0.5165896874207717,top5,dinov2-small,,312.5112600000648
DINOv2 PatchMemory,juice_bottle/test/good/000,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/000.png,juice_bottle/test/good/000.png,juice_bottle,test,good,000,0,0.3673122593989739,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_000.png,315.1374440003565
DINOv2 PatchMemory,juice_bottle/test/good/001,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/001.png,juice_bottle/test/good/001.png,juice_bottle,test,good,001,0,0.3450925052165985,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_001.png,305.6363539999438
DINOv2 PatchMemory,juice_bottle/test/good/002,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/002.png,juice_bottle/test/good/002.png,juice_bottle,test,good,002,0,0.30998394122490514,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_002.png,306.74805200033006
DINOv2 PatchMemory,juice_bottle/test/good/003,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/003.png,juice_bottle/test/good/003.png,juice_bottle,test,good,003,0,0.3354999285477858,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_003.png,317.70919600057823
DINOv2 PatchMemory,juice_bottle/test/good/004,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/004.png,juice_bottle/test/good/004.png,juice_bottle,test,good,004,0,0.3578891456127167,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_004.png,329.77612700051395
DINOv2 PatchMemory,juice_bottle/test/good/005,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/005.png,juice_bottle/test/good/005.png,juice_bottle,test,good,005,0,0.3452436305009402,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_005.png,300.98992100010946
DINOv2 PatchMemory,juice_bottle/test/good/006,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/006.png,juice_bottle/test/good/006.png,juice_bottle,test,good,006,0,0.3215771523805765,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_006.png,300.46941000000515
DINOv2 PatchMemory,juice_bottle/test/good/007,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/007.png,juice_bottle/test/good/007.png,juice_bottle,test,good,007,0,0.4096487439595736,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_007.png,327.62082800036296
DINOv2 PatchMemory,juice_bottle/test/good/008,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/008.png,juice_bottle/test/good/008.png,juice_bottle,test,good,008,0,0.37320939623392546,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_008.png,304.0403750001133
DINOv2 PatchMemory,juice_bottle/test/good/009,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/009.png,juice_bottle/test/good/009.png,juice_bottle,test,good,009,0,0.35646204306529117,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_009.png,308.3342829995672
DINOv2 PatchMemory,juice_bottle/test/good/010,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/010.png,juice_bottle/test/good/010.png,juice_bottle,test,good,010,0,0.35538005370360154,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_010.png,327.701715999865
DINOv2 PatchMemory,juice_bottle/test/good/011,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/011.png,juice_bottle/test/good/011.png,juice_bottle,test,good,011,0,0.3167460079376514,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_011.png,303.19515300016064
DINOv2 PatchMemory,juice_bottle/test/good/012,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/012.png,juice_bottle/test/good/012.png,juice_bottle,test,good,012,0,0.33078589118444,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_012.png,305.92176800018933
DINOv2 PatchMemory,juice_bottle/test/good/013,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/013.png,juice_bottle/test/good/013.png,juice_bottle,test,good,013,0,0.3604557743439308,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_013.png,317.2077059998628
DINOv2 PatchMemory,juice_bottle/test/good/014,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/014.png,juice_bottle/test/good/014.png,juice_bottle,test,good,014,0,0.3404368437253512,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_014.png,350.17455400065955
DINOv2 PatchMemory,juice_bottle/test/good/015,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/015.png,juice_bottle/test/good/015.png,juice_bottle,test,good,015,0,0.32576712048970735,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_015.png,308.40879999959725
DINOv2 PatchMemory,juice_bottle/test/good/016,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/016.png,juice_bottle/test/good/016.png,juice_bottle,test,good,016,0,0.38183093070983887,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_016.png,306.27054999968095
DINOv2 PatchMemory,juice_bottle/test/good/017,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/017.png,juice_bottle/test/good/017.png,juice_bottle,test,good,017,0,0.3435520323423239,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_017.png,466.8681069997547
DINOv2 PatchMemory,juice_bottle/test/good/018,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/018.png,juice_bottle/test/good/018.png,juice_bottle,test,good,018,0,0.3469894849337064,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_018.png,479.8151009999856
DINOv2 PatchMemory,juice_bottle/test/good/019,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/019.png,juice_bottle/test/good/019.png,juice_bottle,test,good,019,0,0.33285066943902236,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_019.png,488.16256600002816
DINOv2 PatchMemory,juice_bottle/test/good/020,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/020.png,juice_bottle/test/good/020.png,juice_bottle,test,good,020,0,0.3393292770935939,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_020.png,480.48073800055136
DINOv2 PatchMemory,juice_bottle/test/good/021,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/021.png,juice_bottle/test/good/021.png,juice_bottle,test,good,021,0,0.35018096749599165,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_021.png,489.9129750001521
DINOv2 PatchMemory,juice_bottle/test/good/022,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/022.png,juice_bottle/test/good/022.png,juice_bottle,test,good,022,0,0.34683200258475083,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_022.png,491.16276199947606
DINOv2 PatchMemory,juice_bottle/test/good/023,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/023.png,juice_bottle/test/good/023.png,juice_bottle,test,good,023,0,0.37235649273945737,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_023.png,492.1715860000404
DINOv2 PatchMemory,juice_bottle/test/good/024,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/024.png,juice_bottle/test/good/024.png,juice_bottle,test,good,024,0,0.3384979000458351,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_024.png,481.0840329992061
DINOv2 PatchMemory,juice_bottle/test/good/025,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/025.png,juice_bottle/test/good/025.png,juice_bottle,test,good,025,0,0.3191950710920187,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_025.png,507.55170400043426
DINOv2 PatchMemory,juice_bottle/test/good/026,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/026.png,juice_bottle/test/good/026.png,juice_bottle,test,good,026,0,0.3478996249345633,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_026.png,481.3437789998716
DINOv2 PatchMemory,juice_bottle/test/good/027,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/027.png,juice_bottle/test/good/027.png,juice_bottle,test,good,027,0,0.29672850095308745,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_027.png,493.50070700074866
DINOv2 PatchMemory,juice_bottle/test/good/028,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/028.png,juice_bottle/test/good/028.png,juice_bottle,test,good,028,0,0.3297449373281919,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_028.png,416.35517999930016
DINOv2 PatchMemory,juice_bottle/test/good/029,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/029.png,juice_bottle/test/good/029.png,juice_bottle,test,good,029,0,0.3488173828675197,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_029.png,314.03706400033116
DINOv2 PatchMemory,juice_bottle/test/good/030,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/030.png,juice_bottle/test/good/030.png,juice_bottle,test,good,030,0,0.3604897146041577,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_030.png,304.7952309998436
DINOv2 PatchMemory,juice_bottle/test/good/031,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/031.png,juice_bottle/test/good/031.png,juice_bottle,test,good,031,0,0.37586458371235776,top5,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/DINOv2_PatchMemory/dinov2_patchmemory_anomaly_maps/juice_bottle_test_good_031.png,318.65623599969695
