method,image_id,path,relative_path,category,split,defect_type,sample_id,label,score,aggregation,feature_backend,map_file,time_ms
PatchCore,juice_bottle/test/logical_anomalies/106,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\106.png,juice_bottle/test/logical_anomalies/106.png,juice_bottle,test,logical_anomalies,106,1,0.04785905278908686,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_106.png,199.71150000492344
PatchCore,juice_bottle/test/logical_anomalies/107,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\107.png,juice_bottle/test/logical_anomalies/107.png,juice_bottle,test,logical_anomalies,107,1,0.05732264803805717,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_107.png,275.38020000065444
PatchCore,juice_bottle/test/logical_anomalies/108,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\108.png,juice_bottle/test/logical_anomalies/108.png,juice_bottle,test,logical_anomalies,108,1,0.05995924800376501,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_108.png,215.91579999949317
PatchCore,juice_bottle/test/logical_anomalies/109,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\109.png,juice_bottle/test/logical_anomalies/109.png,juice_bottle,test,logical_anomalies,109,1,0.05734336350269474,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_109.png,237.76530000031926
PatchCore,juice_bottle/test/logical_anomalies/110,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\110.png,juice_bottle/test/logical_anomalies/110.png,juice_bottle,test,logical_anomalies,110,1,0.05847080321663991,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_110.png,209.92549999937182
PatchCore,juice_bottle/test/logical_anomalies/111,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\111.png,juice_bottle/test/logical_anomalies/111.png,juice_bottle,test,logical_anomalies,111,1,0.05277787611801626,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_111.png,216.7572000034852
PatchCore,juice_bottle/test/logical_anomalies/112,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\112.png,juice_bottle/test/logical_anomalies/112.png,juice_bottle,test,logical_anomalies,112,1,0.05133227162964014,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_112.png,184.30459999945015
PatchCore,juice_bottle/test/logical_anomalies/113,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\113.png,juice_bottle/test/logical_anomalies/113.png,juice_bottle,test,logical_anomalies,113,1,0.05313870120211957,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_113.png,220.7332999969367
PatchCore,juice_bottle/test/logical_anomalies/114,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\114.png,juice_bottle/test/logical_anomalies/114.png,juice_bottle,test,logical_anomalies,114,1,0.04611628271869736,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_114.png,228.01349999645026
PatchCore,juice_bottle/test/logical_anomalies/115,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\115.png,juice_bottle/test/logical_anomalies/115.png,juice_bottle,test,logical_anomalies,115,1,0.049843851049247316,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_115.png,235.70729999482865
PatchCore,juice_bottle/test/logical_anomalies/116,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\116.png,juice_bottle/test/logical_anomalies/116.png,juice_bottle,test,logical_anomalies,116,1,0.05021961035697852,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_116.png,200.04859999608016
PatchCore,juice_bottle/test/logical_anomalies/117,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\117.png,juice_bottle/test/logical_anomalies/117.png,juice_bottle,test,logical_anomalies,117,1,0.052131351304345055,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_117.png,205.76850000361446
PatchCore,juice_bottle/test/logical_anomalies/118,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\118.png,juice_bottle/test/logical_anomalies/118.png,juice_bottle,test,logical_anomalies,118,1,0.05243730393783679,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_118.png,177.41189999651397
PatchCore,juice_bottle/test/logical_anomalies/119,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\119.png,juice_bottle/test/logical_anomalies/119.png,juice_bottle,test,logical_anomalies,119,1,0.047351940097754,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_119.png,192.34839999990072
PatchCore,juice_bottle/test/logical_anomalies/120,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\120.png,juice_bottle/test/logical_anomalies/120.png,juice_bottle,test,logical_anomalies,120,1,0.05692418753522971,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_120.png,181.5294999978505
PatchCore,juice_bottle/test/logical_anomalies/121,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\121.png,juice_bottle/test/logical_anomalies/121.png,juice_bottle,test,logical_anomalies,121,1,0.05414208483642581,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_121.png,204.08750000206055
PatchCore,juice_bottle/test/logical_anomalies/122,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\122.png,juice_bottle/test/logical_anomalies/122.png,juice_bottle,test,logical_anomalies,122,1,0.046799716123731835,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_122.png,247.33679999917513
PatchCore,juice_bottle/test/logical_anomalies/123,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\123.png,juice_bottle/test/logical_anomalies/123.png,juice_bottle,test,logical_anomalies,123,1,0.05102217614398978,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_123.png,246.9688999990467
PatchCore,juice_bottle/test/logical_anomalies/124,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\124.png,juice_bottle/test/logical_anomalies/124.png,juice_bottle,test,logical_anomalies,124,1,0.050499442705885494,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_124.png,232.86279999592807
PatchCore,juice_bottle/test/logical_anomalies/125,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\125.png,juice_bottle/test/logical_anomalies/125.png,juice_bottle,test,logical_anomalies,125,1,0.05344084229807586,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_125.png,205.8376999993925
PatchCore,juice_bottle/test/logical_anomalies/126,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\126.png,juice_bottle/test/logical_anomalies/126.png,juice_bottle,test,logical_anomalies,126,1,0.04354849320723671,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_126.png,202.61849999951664
PatchCore,juice_bottle/test/logical_anomalies/127,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\127.png,juice_bottle/test/logical_anomalies/127.png,juice_bottle,test,logical_anomalies,127,1,0.0493970523158467,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_127.png,227.29979999712668
PatchCore,juice_bottle/test/logical_anomalies/128,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\128.png,juice_bottle/test/logical_anomalies/128.png,juice_bottle,test,logical_anomalies,128,1,0.05138709997121214,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_128.png,212.78000000165775
PatchCore,juice_bottle/test/logical_anomalies/129,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\129.png,juice_bottle/test/logical_anomalies/129.png,juice_bottle,test,logical_anomalies,129,1,0.04576478440512622,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_129.png,247.4893000035081
PatchCore,juice_bottle/test/logical_anomalies/130,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\130.png,juice_bottle/test/logical_anomalies/130.png,juice_bottle,test,logical_anomalies,130,1,0.04765642343921622,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_130.png,196.7032999964431
PatchCore,juice_bottle/test/logical_anomalies/131,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\131.png,juice_bottle/test/logical_anomalies/131.png,juice_bottle,test,logical_anomalies,131,1,0.0495996640934611,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_131.png,205.9475999994902
PatchCore,juice_bottle/test/logical_anomalies/132,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\132.png,juice_bottle/test/logical_anomalies/132.png,juice_bottle,test,logical_anomalies,132,1,0.048266084179626995,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_132.png,208.99520000239136
PatchCore,juice_bottle/test/logical_anomalies/133,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\133.png,juice_bottle/test/logical_anomalies/133.png,juice_bottle,test,logical_anomalies,133,1,0.04940713914625262,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_133.png,169.75339999771677
PatchCore,juice_bottle/test/logical_anomalies/134,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\134.png,juice_bottle/test/logical_anomalies/134.png,juice_bottle,test,logical_anomalies,134,1,0.04123911933760013,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_134.png,200.5325999998604
PatchCore,juice_bottle/test/logical_anomalies/135,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\135.png,juice_bottle/test/logical_anomalies/135.png,juice_bottle,test,logical_anomalies,135,1,0.05032844663447105,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_135.png,240.4822999960743
PatchCore,juice_bottle/test/logical_anomalies/136,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\136.png,juice_bottle/test/logical_anomalies/136.png,juice_bottle,test,logical_anomalies,136,1,0.04756020703058312,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_136.png,272.09739999671
PatchCore,juice_bottle/test/logical_anomalies/137,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\137.png,juice_bottle/test/logical_anomalies/137.png,juice_bottle,test,logical_anomalies,137,1,0.050255283912523104,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_137.png,203.20229999924777
PatchCore,juice_bottle/test/logical_anomalies/138,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\138.png,juice_bottle/test/logical_anomalies/138.png,juice_bottle,test,logical_anomalies,138,1,0.054331596687943164,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_138.png,294.94030000205385
PatchCore,juice_bottle/test/logical_anomalies/139,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\139.png,juice_bottle/test/logical_anomalies/139.png,juice_bottle,test,logical_anomalies,139,1,0.04909483145129018,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_139.png,209.19669999420876
PatchCore,juice_bottle/test/logical_anomalies/140,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\140.png,juice_bottle/test/logical_anomalies/140.png,juice_bottle,test,logical_anomalies,140,1,0.05785425327733272,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_140.png,298.2491999937338
PatchCore,juice_bottle/test/logical_anomalies/141,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\logical_anomalies\141.png,juice_bottle/test/logical_anomalies/141.png,juice_bottle,test,logical_anomalies,141,1,0.04871025956345152,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_logical_anomalies_141.png,190.46930000331486
PatchCore,juice_bottle/test/structural_anomalies/000,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\000.png,juice_bottle/test/structural_anomalies/000.png,juice_bottle,test,structural_anomalies,000,1,0.05578563494227004,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_000.png,387.8248999972129
PatchCore,juice_bottle/test/structural_anomalies/001,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\001.png,juice_bottle/test/structural_anomalies/001.png,juice_bottle,test,structural_anomalies,001,1,0.06807624160022173,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_001.png,324.07249999960186
PatchCore,juice_bottle/test/structural_anomalies/002,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\002.png,juice_bottle/test/structural_anomalies/002.png,juice_bottle,test,structural_anomalies,002,1,0.04850310946788604,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_002.png,221.2645000035991
PatchCore,juice_bottle/test/structural_anomalies/003,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\003.png,juice_bottle/test/structural_anomalies/003.png,juice_bottle,test,structural_anomalies,003,1,0.049218857957283625,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_003.png,350.73759999795584
PatchCore,juice_bottle/test/structural_anomalies/004,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\004.png,juice_bottle/test/structural_anomalies/004.png,juice_bottle,test,structural_anomalies,004,1,0.05801265249664629,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_004.png,316.912999995111
PatchCore,juice_bottle/test/structural_anomalies/005,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\005.png,juice_bottle/test/structural_anomalies/005.png,juice_bottle,test,structural_anomalies,005,1,0.04714854520916222,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_005.png,338.62129999761237
PatchCore,juice_bottle/test/structural_anomalies/006,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\006.png,juice_bottle/test/structural_anomalies/006.png,juice_bottle,test,structural_anomalies,006,1,0.04769562125293342,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_006.png,344.6659999972326
PatchCore,juice_bottle/test/structural_anomalies/007,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\007.png,juice_bottle/test/structural_anomalies/007.png,juice_bottle,test,structural_anomalies,007,1,0.04893048806949231,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_007.png,332.34600000287173
PatchCore,juice_bottle/test/structural_anomalies/008,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\008.png,juice_bottle/test/structural_anomalies/008.png,juice_bottle,test,structural_anomalies,008,1,0.05520366693788443,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_008.png,313.2636999944225
PatchCore,juice_bottle/test/structural_anomalies/009,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\009.png,juice_bottle/test/structural_anomalies/009.png,juice_bottle,test,structural_anomalies,009,1,0.05155215888346934,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_009.png,248.43289999989793
PatchCore,juice_bottle/test/structural_anomalies/010,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\010.png,juice_bottle/test/structural_anomalies/010.png,juice_bottle,test,structural_anomalies,010,1,0.04642487529839774,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_010.png,261.3855000017793
PatchCore,juice_bottle/test/structural_anomalies/011,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\011.png,juice_bottle/test/structural_anomalies/011.png,juice_bottle,test,structural_anomalies,011,1,0.052278677217760826,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_011.png,251.53300000238232
PatchCore,juice_bottle/test/structural_anomalies/012,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\012.png,juice_bottle/test/structural_anomalies/012.png,juice_bottle,test,structural_anomalies,012,1,0.050050671972559684,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_012.png,308.08580000302754
PatchCore,juice_bottle/test/structural_anomalies/013,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\013.png,juice_bottle/test/structural_anomalies/013.png,juice_bottle,test,structural_anomalies,013,1,0.05339201531495927,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_013.png,426.79250000219326
PatchCore,juice_bottle/test/structural_anomalies/014,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\014.png,juice_bottle/test/structural_anomalies/014.png,juice_bottle,test,structural_anomalies,014,1,0.05026400911223496,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_014.png,383.00490000256104
PatchCore,juice_bottle/test/structural_anomalies/015,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\015.png,juice_bottle/test/structural_anomalies/015.png,juice_bottle,test,structural_anomalies,015,1,0.04785130941641906,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_015.png,253.50260000413982
PatchCore,juice_bottle/test/structural_anomalies/016,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\016.png,juice_bottle/test/structural_anomalies/016.png,juice_bottle,test,structural_anomalies,016,1,0.04910615843751027,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_016.png,316.69310000143014
PatchCore,juice_bottle/test/structural_anomalies/017,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\017.png,juice_bottle/test/structural_anomalies/017.png,juice_bottle,test,structural_anomalies,017,1,0.046838816227030254,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_017.png,276.02070000284584
PatchCore,juice_bottle/test/structural_anomalies/018,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\018.png,juice_bottle/test/structural_anomalies/018.png,juice_bottle,test,structural_anomalies,018,1,0.045373975798393154,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_018.png,281.13390000362415
PatchCore,juice_bottle/test/structural_anomalies/019,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\019.png,juice_bottle/test/structural_anomalies/019.png,juice_bottle,test,structural_anomalies,019,1,0.06113292607005994,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_019.png,316.41460000537336
PatchCore,juice_bottle/test/structural_anomalies/020,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\020.png,juice_bottle/test/structural_anomalies/020.png,juice_bottle,test,structural_anomalies,020,1,0.052539298782237634,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_020.png,327.70679999521235
PatchCore,juice_bottle/test/structural_anomalies/021,D:\Anal Project Codex\Project_A_LOCO_AD\03_cleaned_data\loco_cleaned_letterbox_384\juice_bottle\test\structural_anomalies\021.png,juice_bottle/test/structural_anomalies/021.png,juice_bottle,test,structural_anomalies,021,1,0.04965482139309893,top5,fallback_patch_stats,D:\Anal Project Codex\Project_A_LOCO_AD\05_baselines\PatchCore\patchcore_anomaly_maps\juice_bottle_test_structural_anomalies_021.png,333.2719000027282
