method,image_id,path,relative_path,category,split,defect_type,sample_id,label,score,score_mahalanobis,score_cosine,score_isolation_forest,k,feature_backend,time_ms
CompositionHistogram,juice_bottle/test/good/088,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/088.png,juice_bottle/test/good/088.png,juice_bottle,test,good,088,0,5.54160481689288,5.54160481689288,0.6312389969825745,0.5388915766445235,32,dinov2-small,29.965044000164198
CompositionHistogram,juice_bottle/test/good/089,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/089.png,juice_bottle/test/good/089.png,juice_bottle,test,good,089,0,5.301374210588761,5.301374210588761,0.6310819387435913,0.5266209544296617,32,dinov2-small,31.59195100033685
CompositionHistogram,juice_bottle/test/good/090,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/090.png,juice_bottle/test/good/090.png,juice_bottle,test,good,090,0,3.00481094495085,3.00481094495085,0.6279397010803223,0.49010081177359033,32,dinov2-small,23.527532999651157
CompositionHistogram,juice_bottle/test/good/091,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/091.png,juice_bottle/test/good/091.png,juice_bottle,test,good,091,0,6.021526498795024,6.021526498795024,0.6312738656997681,0.5293443466975246,32,dinov2-small,22.68775700031256
CompositionHistogram,juice_bottle/test/good/092,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/092.png,juice_bottle/test/good/092.png,juice_bottle,test,good,092,0,6.945740651424237,6.945740651424237,0.6315774917602539,0.5100893709568967,32,dinov2-small,22.875161000229127
CompositionHistogram,juice_bottle/test/good/093,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/good/093.png,juice_bottle/test/good/093.png,juice_bottle,test,good,093,0,5.549466924143462,5.549466924143462,0.6310445666313171,0.5232689286207038,32,dinov2-small,24.054570999396674
CompositionHistogram,juice_bottle/test/logical_anomalies/000,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/000.png,juice_bottle/test/logical_anomalies/000.png,juice_bottle,test,logical_anomalies,000,1,19.21390850744707,19.21390850744707,0.6415635347366333,0.5337288362716277,32,dinov2-small,22.956028999942646
CompositionHistogram,juice_bottle/test/logical_anomalies/001,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/001.png,juice_bottle/test/logical_anomalies/001.png,juice_bottle,test,logical_anomalies,001,1,22.76946997494929,22.76946997494929,0.6460973024368286,0.5616973703746283,32,dinov2-small,27.928997999879357
CompositionHistogram,juice_bottle/test/logical_anomalies/002,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/002.png,juice_bottle/test/logical_anomalies/002.png,juice_bottle,test,logical_anomalies,002,1,21.447168457332573,21.447168457332573,0.6443182229995728,0.5536444031342286,32,dinov2-small,22.968199999922945
CompositionHistogram,juice_bottle/test/logical_anomalies/003,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/003.png,juice_bottle/test/logical_anomalies/003.png,juice_bottle,test,logical_anomalies,003,1,18.96120939685384,18.96120939685384,0.6414419412612915,0.573852979399415,32,dinov2-small,23.552171000119415
CompositionHistogram,juice_bottle/test/logical_anomalies/004,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/004.png,juice_bottle/test/logical_anomalies/004.png,juice_bottle,test,logical_anomalies,004,1,21.016154030224882,21.016154030224882,0.6432827115058899,0.5663451660438763,32,dinov2-small,23.5322049993556
CompositionHistogram,juice_bottle/test/logical_anomalies/005,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/005.png,juice_bottle/test/logical_anomalies/005.png,juice_bottle,test,logical_anomalies,005,1,19.366095558142664,19.366095558142664,0.6416281461715698,0.5420305436046494,32,dinov2-small,23.43081799972424
CompositionHistogram,juice_bottle/test/logical_anomalies/006,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/006.png,juice_bottle/test/logical_anomalies/006.png,juice_bottle,test,logical_anomalies,006,1,19.78522522677212,19.78522522677212,0.6417242288589478,0.5634033879429866,32,dinov2-small,23.226802999488427
CompositionHistogram,juice_bottle/test/logical_anomalies/007,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/007.png,juice_bottle/test/logical_anomalies/007.png,juice_bottle,test,logical_anomalies,007,1,21.283526632994427,21.283526632994427,0.643649697303772,0.5745310396176995,32,dinov2-small,23.820455000532093
CompositionHistogram,juice_bottle/test/logical_anomalies/008,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/008.png,juice_bottle/test/logical_anomalies/008.png,juice_bottle,test,logical_anomalies,008,1,20.576403660288562,20.576403660288562,0.6428666710853577,0.5618387925395801,32,dinov2-small,23.458724000192888
CompositionHistogram,juice_bottle/test/logical_anomalies/009,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/009.png,juice_bottle/test/logical_anomalies/009.png,juice_bottle,test,logical_anomalies,009,1,20.237623453008826,20.237623453008826,0.6423946022987366,0.544169261115368,32,dinov2-small,22.873836000144365
CompositionHistogram,juice_bottle/test/logical_anomalies/010,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/010.png,juice_bottle/test/logical_anomalies/010.png,juice_bottle,test,logical_anomalies,010,1,19.442206213275206,19.442206213275206,0.641986608505249,0.5531122919309859,32,dinov2-small,23.26893899953575
CompositionHistogram,juice_bottle/test/logical_anomalies/011,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/011.png,juice_bottle/test/logical_anomalies/011.png,juice_bottle,test,logical_anomalies,011,1,19.03343641509189,19.03343641509189,0.6413286924362183,0.56357982881562,32,dinov2-small,22.896464000041306
CompositionHistogram,juice_bottle/test/logical_anomalies/012,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/012.png,juice_bottle/test/logical_anomalies/012.png,juice_bottle,test,logical_anomalies,012,1,4.233307918738111,4.233307918738111,0.6307296752929688,0.5127241819908357,32,dinov2-small,23.104177999812237
CompositionHistogram,juice_bottle/test/logical_anomalies/013,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/013.png,juice_bottle/test/logical_anomalies/013.png,juice_bottle,test,logical_anomalies,013,1,9.799896806038676,9.799896806038676,0.6308693885803223,0.5546501046001758,32,dinov2-small,23.02131600026769
CompositionHistogram,juice_bottle/test/logical_anomalies/014,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/014.png,juice_bottle/test/logical_anomalies/014.png,juice_bottle,test,logical_anomalies,014,1,8.464919020533179,8.464919020533179,0.6325094699859619,0.5412646626269892,32,dinov2-small,24.97491899976012
CompositionHistogram,juice_bottle/test/logical_anomalies/015,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/015.png,juice_bottle/test/logical_anomalies/015.png,juice_bottle,test,logical_anomalies,015,1,7.828991572230425,7.828991572230425,0.6321958303451538,0.5447567061782066,32,dinov2-small,22.71791899966047
CompositionHistogram,juice_bottle/test/logical_anomalies/016,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/016.png,juice_bottle/test/logical_anomalies/016.png,juice_bottle,test,logical_anomalies,016,1,10.454052777816237,10.454052777816237,0.6337171196937561,0.5839570161225348,32,dinov2-small,23.093691999747534
CompositionHistogram,juice_bottle/test/logical_anomalies/017,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/017.png,juice_bottle/test/logical_anomalies/017.png,juice_bottle,test,logical_anomalies,017,1,8.034893626394416,8.034893626394416,0.6322294473648071,0.5538229856811098,32,dinov2-small,23.122098999920127
CompositionHistogram,juice_bottle/test/logical_anomalies/018,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/018.png,juice_bottle/test/logical_anomalies/018.png,juice_bottle,test,logical_anomalies,018,1,10.433549262982593,10.433549262982593,0.633779764175415,0.5607606436939913,32,dinov2-small,23.06402900012472
CompositionHistogram,juice_bottle/test/logical_anomalies/019,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/019.png,juice_bottle/test/logical_anomalies/019.png,juice_bottle,test,logical_anomalies,019,1,6.810710528011145,6.810710528011145,0.6316165924072266,0.5350879435645244,32,dinov2-small,23.273719999451714
CompositionHistogram,juice_bottle/test/logical_anomalies/020,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/020.png,juice_bottle/test/logical_anomalies/020.png,juice_bottle,test,logical_anomalies,020,1,7.552065784045388,7.552065784045388,0.6320696473121643,0.5304421972948993,32,dinov2-small,23.664120000830735
CompositionHistogram,juice_bottle/test/logical_anomalies/021,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/021.png,juice_bottle/test/logical_anomalies/021.png,juice_bottle,test,logical_anomalies,021,1,7.438981361571132,7.438981361571132,0.6319662928581238,0.5363740299918378,32,dinov2-small,23.237329000039608
CompositionHistogram,juice_bottle/test/logical_anomalies/022,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/022.png,juice_bottle/test/logical_anomalies/022.png,juice_bottle,test,logical_anomalies,022,1,7.67582529563948,7.67582529563948,0.6321226358413696,0.5196409246711363,32,dinov2-small,23.5360890001175
CompositionHistogram,juice_bottle/test/logical_anomalies/023,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/023.png,juice_bottle/test/logical_anomalies/023.png,juice_bottle,test,logical_anomalies,023,1,7.682738375545712,7.682738375545712,0.6320977807044983,0.5155145265472354,32,dinov2-small,23.67781900011323
CompositionHistogram,juice_bottle/test/logical_anomalies/024,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/024.png,juice_bottle/test/logical_anomalies/024.png,juice_bottle,test,logical_anomalies,024,1,6.5632667476648585,6.5632667476648585,0.6316606998443604,0.5222969564717063,32,dinov2-small,23.689716999797383
CompositionHistogram,juice_bottle/test/logical_anomalies/025,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/025.png,juice_bottle/test/logical_anomalies/025.png,juice_bottle,test,logical_anomalies,025,1,3.7110713335512817,3.7110713335512817,0.6304504871368408,0.484700770960617,32,dinov2-small,23.09445299943036
CompositionHistogram,juice_bottle/test/logical_anomalies/026,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/026.png,juice_bottle/test/logical_anomalies/026.png,juice_bottle,test,logical_anomalies,026,1,7.052838145156629,7.052838145156629,0.6314903497695923,0.5291575490704701,32,dinov2-small,23.05809799963754
CompositionHistogram,juice_bottle/test/logical_anomalies/027,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/027.png,juice_bottle/test/logical_anomalies/027.png,juice_bottle,test,logical_anomalies,027,1,6.349219654417264,6.349219654417264,0.6314706802368164,0.5496644020857063,32,dinov2-small,23.67723999941518
CompositionHistogram,juice_bottle/test/logical_anomalies/028,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/028.png,juice_bottle/test/logical_anomalies/028.png,juice_bottle,test,logical_anomalies,028,1,6.053526165379516,6.053526165379516,0.6311897039413452,0.5322206530901343,32,dinov2-small,23.20886000052269
CompositionHistogram,juice_bottle/test/logical_anomalies/029,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/029.png,juice_bottle/test/logical_anomalies/029.png,juice_bottle,test,logical_anomalies,029,1,6.127082054258725,6.127082054258725,0.6311770677566528,0.5569129176851564,32,dinov2-small,23.780581000210077
CompositionHistogram,juice_bottle/test/logical_anomalies/030,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/030.png,juice_bottle/test/logical_anomalies/030.png,juice_bottle,test,logical_anomalies,030,1,3.929354031152153,3.929354031152153,0.6305257678031921,0.5057292527868942,32,dinov2-small,23.49246499943547
CompositionHistogram,juice_bottle/test/logical_anomalies/031,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/031.png,juice_bottle/test/logical_anomalies/031.png,juice_bottle,test,logical_anomalies,031,1,6.955084999727449,6.955084999727449,0.6313661932945251,0.5260775034234658,32,dinov2-small,23.498546999690006
CompositionHistogram,juice_bottle/test/logical_anomalies/032,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/032.png,juice_bottle/test/logical_anomalies/032.png,juice_bottle,test,logical_anomalies,032,1,6.128792820887367,6.128792820887367,0.6285613775253296,0.5567050865280676,32,dinov2-small,23.194858000351815
CompositionHistogram,juice_bottle/test/logical_anomalies/033,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/033.png,juice_bottle/test/logical_anomalies/033.png,juice_bottle,test,logical_anomalies,033,1,4.2693215274365,4.2693215274365,0.6306219100952148,0.48117756248118465,32,dinov2-small,23.714562999884947
CompositionHistogram,juice_bottle/test/logical_anomalies/034,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/034.png,juice_bottle/test/logical_anomalies/034.png,juice_bottle,test,logical_anomalies,034,1,5.327419785410433,5.327419785410433,0.6267791986465454,0.5713434210846104,32,dinov2-small,23.011928000414628
CompositionHistogram,juice_bottle/test/logical_anomalies/035,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/035.png,juice_bottle/test/logical_anomalies/035.png,juice_bottle,test,logical_anomalies,035,1,5.364192044553634,5.364192044553634,0.6284816265106201,0.5538790492341844,32,dinov2-small,23.234696999679727
CompositionHistogram,juice_bottle/test/logical_anomalies/036,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/036.png,juice_bottle/test/logical_anomalies/036.png,juice_bottle,test,logical_anomalies,036,1,4.8824498869262065,4.8824498869262065,0.6307555437088013,0.5089164647216204,32,dinov2-small,23.49801199943613
CompositionHistogram,juice_bottle/test/logical_anomalies/037,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/037.png,juice_bottle/test/logical_anomalies/037.png,juice_bottle,test,logical_anomalies,037,1,3.536428026437794,3.536428026437794,0.6304329633712769,0.4882309092389817,32,dinov2-small,25.19888900042133
CompositionHistogram,juice_bottle/test/logical_anomalies/038,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/038.png,juice_bottle/test/logical_anomalies/038.png,juice_bottle,test,logical_anomalies,038,1,7.323248975529163,7.323248975529163,0.6319639682769775,0.5653718927001724,32,dinov2-small,37.33518099943467
CompositionHistogram,juice_bottle/test/logical_anomalies/039,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/039.png,juice_bottle/test/logical_anomalies/039.png,juice_bottle,test,logical_anomalies,039,1,2.531680366737429,2.531680366737429,0.630306601524353,0.4573746166298476,32,dinov2-small,24.491398999998637
CompositionHistogram,juice_bottle/test/logical_anomalies/040,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/040.png,juice_bottle/test/logical_anomalies/040.png,juice_bottle,test,logical_anomalies,040,1,5.263917508249635,5.263917508249635,0.6286380290985107,0.5461330655092099,32,dinov2-small,23.832763000427803
CompositionHistogram,juice_bottle/test/logical_anomalies/041,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/041.png,juice_bottle/test/logical_anomalies/041.png,juice_bottle,test,logical_anomalies,041,1,3.6562788222485123,3.6562788222485123,0.6305310130119324,0.49807553526403614,32,dinov2-small,23.91033599997172
CompositionHistogram,juice_bottle/test/logical_anomalies/042,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/042.png,juice_bottle/test/logical_anomalies/042.png,juice_bottle,test,logical_anomalies,042,1,4.240542439732205,4.240542439732205,0.6307660341262817,0.4946311162745855,32,dinov2-small,27.830112999254197
CompositionHistogram,juice_bottle/test/logical_anomalies/043,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/043.png,juice_bottle/test/logical_anomalies/043.png,juice_bottle,test,logical_anomalies,043,1,5.0346128630716205,5.0346128630716205,0.6308006644248962,0.5351365221532692,32,dinov2-small,24.58345000013651
CompositionHistogram,juice_bottle/test/logical_anomalies/044,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/044.png,juice_bottle/test/logical_anomalies/044.png,juice_bottle,test,logical_anomalies,044,1,5.624106480164526,5.624106480164526,0.6311525106430054,0.5292017744885782,32,dinov2-small,23.16607800003112
CompositionHistogram,juice_bottle/test/logical_anomalies/045,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/045.png,juice_bottle/test/logical_anomalies/045.png,juice_bottle,test,logical_anomalies,045,1,6.002817620688651,6.002817620688651,0.6312154531478882,0.5530159325505108,32,dinov2-small,23.435959999915212
CompositionHistogram,juice_bottle/test/logical_anomalies/046,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/046.png,juice_bottle/test/logical_anomalies/046.png,juice_bottle,test,logical_anomalies,046,1,3.7582835930126173,3.7582835930126173,0.6305650472640991,0.4887415699954834,32,dinov2-small,24.38948300004995
CompositionHistogram,juice_bottle/test/logical_anomalies/047,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/047.png,juice_bottle/test/logical_anomalies/047.png,juice_bottle,test,logical_anomalies,047,1,3.302592136455556,3.302592136455556,0.6304606199264526,0.47084651863070776,32,dinov2-small,23.22979300060979
CompositionHistogram,juice_bottle/test/logical_anomalies/048,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/048.png,juice_bottle/test/logical_anomalies/048.png,juice_bottle,test,logical_anomalies,048,1,4.783894140488436,4.783894140488436,0.6307879686355591,0.5138888183608741,32,dinov2-small,23.257509999893955
CompositionHistogram,juice_bottle/test/logical_anomalies/049,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/049.png,juice_bottle/test/logical_anomalies/049.png,juice_bottle,test,logical_anomalies,049,1,7.0606126153262085,7.0606126153262085,0.6318258047103882,0.5496713223682739,32,dinov2-small,23.565041000438214
CompositionHistogram,juice_bottle/test/logical_anomalies/050,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/050.png,juice_bottle/test/logical_anomalies/050.png,juice_bottle,test,logical_anomalies,050,1,5.108141487004723,5.108141487004723,0.6309365034103394,0.5235638415658972,32,dinov2-small,23.732751999887114
CompositionHistogram,juice_bottle/test/logical_anomalies/051,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/051.png,juice_bottle/test/logical_anomalies/051.png,juice_bottle,test,logical_anomalies,051,1,5.3163674073931935,5.3163674073931935,0.6309288144111633,0.5259364851423937,32,dinov2-small,23.23166700080037
CompositionHistogram,juice_bottle/test/logical_anomalies/052,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/052.png,juice_bottle/test/logical_anomalies/052.png,juice_bottle,test,logical_anomalies,052,1,3.2804026265105266,3.2804026265105266,0.6280609369277954,0.4959693111749048,32,dinov2-small,23.916572000416636
CompositionHistogram,juice_bottle/test/logical_anomalies/053,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/053.png,juice_bottle/test/logical_anomalies/053.png,juice_bottle,test,logical_anomalies,053,1,2.5437292709934023,2.5437292709934023,0.6278406381607056,0.4978400646738611,32,dinov2-small,26.315285000237054
CompositionHistogram,juice_bottle/test/logical_anomalies/054,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/054.png,juice_bottle/test/logical_anomalies/054.png,juice_bottle,test,logical_anomalies,054,1,3.4706507778321964,3.4706507778321964,0.6304346323013306,0.4708103587360609,32,dinov2-small,24.69778100021358
CompositionHistogram,juice_bottle/test/logical_anomalies/055,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/055.png,juice_bottle/test/logical_anomalies/055.png,juice_bottle,test,logical_anomalies,055,1,5.815050454725694,5.815050454725694,0.6313397288322449,0.543140910911893,32,dinov2-small,24.074951000329747
CompositionHistogram,juice_bottle/test/logical_anomalies/056,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/056.png,juice_bottle/test/logical_anomalies/056.png,juice_bottle,test,logical_anomalies,056,1,4.604006265655719,4.604006265655719,0.6307761073112488,0.5082432492709041,32,dinov2-small,24.810105999677035
CompositionHistogram,juice_bottle/test/logical_anomalies/057,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/057.png,juice_bottle/test/logical_anomalies/057.png,juice_bottle,test,logical_anomalies,057,1,4.387309634450203,4.387309634450203,0.6306467056274414,0.5008127137545373,32,dinov2-small,23.277948000213655
CompositionHistogram,juice_bottle/test/logical_anomalies/058,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/058.png,juice_bottle/test/logical_anomalies/058.png,juice_bottle,test,logical_anomalies,058,1,3.8395146416898096,3.8395146416898096,0.6305961608886719,0.49472873309056903,32,dinov2-small,23.213831999782997
CompositionHistogram,juice_bottle/test/logical_anomalies/059,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/059.png,juice_bottle/test/logical_anomalies/059.png,juice_bottle,test,logical_anomalies,059,1,4.632493452479231,4.632493452479231,0.6307651400566101,0.5231153936577018,32,dinov2-small,23.08906000052957
CompositionHistogram,juice_bottle/test/logical_anomalies/060,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/060.png,juice_bottle/test/logical_anomalies/060.png,juice_bottle,test,logical_anomalies,060,1,3.654233997427045,3.654233997427045,0.6280174851417542,0.4977659535157952,32,dinov2-small,23.55138100028853
CompositionHistogram,juice_bottle/test/logical_anomalies/061,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/061.png,juice_bottle/test/logical_anomalies/061.png,juice_bottle,test,logical_anomalies,061,1,4.144097437950575,4.144097437950575,0.6305942535400391,0.49182882854909654,32,dinov2-small,26.875835999817355
CompositionHistogram,juice_bottle/test/logical_anomalies/062,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/062.png,juice_bottle/test/logical_anomalies/062.png,juice_bottle,test,logical_anomalies,062,1,4.610507207006697,4.610507207006697,0.6307624578475952,0.4912930220835468,32,dinov2-small,41.04028400070092
CompositionHistogram,juice_bottle/test/logical_anomalies/063,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/063.png,juice_bottle/test/logical_anomalies/063.png,juice_bottle,test,logical_anomalies,063,1,4.899536325435774,4.899536325435774,0.6285247802734375,0.5437470104307387,32,dinov2-small,38.86091000003944
CompositionHistogram,juice_bottle/test/logical_anomalies/064,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/064.png,juice_bottle/test/logical_anomalies/064.png,juice_bottle,test,logical_anomalies,064,1,3.232516141565025,3.232516141565025,0.6303833723068237,0.4815922253842017,32,dinov2-small,40.83309899942833
CompositionHistogram,juice_bottle/test/logical_anomalies/065,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/065.png,juice_bottle/test/logical_anomalies/065.png,juice_bottle,test,logical_anomalies,065,1,8.25683167600964,8.25683167600964,0.6323549151420593,0.5690870507743041,32,dinov2-small,34.83164299996133
CompositionHistogram,juice_bottle/test/logical_anomalies/066,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/066.png,juice_bottle/test/logical_anomalies/066.png,juice_bottle,test,logical_anomalies,066,1,4.903112263270509,4.903112263270509,0.6284115314483643,0.5491651992029768,32,dinov2-small,34.19368199956807
CompositionHistogram,juice_bottle/test/logical_anomalies/067,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/067.png,juice_bottle/test/logical_anomalies/067.png,juice_bottle,test,logical_anomalies,067,1,5.826219114834344,5.826219114834344,0.6313634514808655,0.5325309921393008,32,dinov2-small,33.2542240003022
CompositionHistogram,juice_bottle/test/logical_anomalies/068,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/068.png,juice_bottle/test/logical_anomalies/068.png,juice_bottle,test,logical_anomalies,068,1,5.975060024428006,5.975060024428006,0.631300687789917,0.5492952139215064,32,dinov2-small,33.15205600029003
CompositionHistogram,juice_bottle/test/logical_anomalies/069,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/juice_bottle/test/logical_anomalies/069.png,juice_bottle/test/logical_anomalies/069.png,juice_bottle,test,logical_anomalies,069,1,3.783056521292936,3.783056521292936,0.6304961442947388,0.4930227476525878,32,dinov2-small,34.7051039998405
