method,image_id,path,relative_path,category,split,defect_type,sample_id,label,score,region_size,feature_backend,map_file,time_ms
GridAware DINOv2,breakfast_box/test/structural_anomalies/007,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/007.png,breakfast_box/test/structural_anomalies/007.png,breakfast_box,test,structural_anomalies,007,1,0.5598089098930359,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_007.png,139.6543680002651
GridAware DINOv2,breakfast_box/test/structural_anomalies/008,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/008.png,breakfast_box/test/structural_anomalies/008.png,breakfast_box,test,structural_anomalies,008,1,0.6932830306199881,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_008.png,136.62059099988255
GridAware DINOv2,breakfast_box/test/structural_anomalies/009,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/009.png,breakfast_box/test/structural_anomalies/009.png,breakfast_box,test,structural_anomalies,009,1,0.4642630861355708,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_009.png,135.41424600043683
GridAware DINOv2,breakfast_box/test/structural_anomalies/010,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/010.png,breakfast_box/test/structural_anomalies/010.png,breakfast_box,test,structural_anomalies,010,1,0.6642365249303671,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_010.png,165.41472299923043
GridAware DINOv2,breakfast_box/test/structural_anomalies/011,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/011.png,breakfast_box/test/structural_anomalies/011.png,breakfast_box,test,structural_anomalies,011,1,0.5803264723374293,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_011.png,137.4101849996805
GridAware DINOv2,breakfast_box/test/structural_anomalies/012,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/012.png,breakfast_box/test/structural_anomalies/012.png,breakfast_box,test,structural_anomalies,012,1,0.5618658180420215,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_012.png,141.27711999935855
GridAware DINOv2,breakfast_box/test/structural_anomalies/013,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/013.png,breakfast_box/test/structural_anomalies/013.png,breakfast_box,test,structural_anomalies,013,1,0.4749296192939465,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_013.png,163.44920600022306
GridAware DINOv2,breakfast_box/test/structural_anomalies/014,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/014.png,breakfast_box/test/structural_anomalies/014.png,breakfast_box,test,structural_anomalies,014,1,0.792541102721141,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_014.png,137.3771199996554
GridAware DINOv2,breakfast_box/test/structural_anomalies/015,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/015.png,breakfast_box/test/structural_anomalies/015.png,breakfast_box,test,structural_anomalies,015,1,0.48744875421890843,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_015.png,154.5056740005748
GridAware DINOv2,breakfast_box/test/structural_anomalies/016,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/016.png,breakfast_box/test/structural_anomalies/016.png,breakfast_box,test,structural_anomalies,016,1,0.5713895605160639,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_016.png,141.64096299919038
GridAware DINOv2,breakfast_box/test/structural_anomalies/017,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/017.png,breakfast_box/test/structural_anomalies/017.png,breakfast_box,test,structural_anomalies,017,1,0.6687771402872525,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_017.png,142.217626999809
GridAware DINOv2,breakfast_box/test/structural_anomalies/018,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/018.png,breakfast_box/test/structural_anomalies/018.png,breakfast_box,test,structural_anomalies,018,1,0.9509673989736117,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_018.png,142.16487700014113
GridAware DINOv2,breakfast_box/test/structural_anomalies/019,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/019.png,breakfast_box/test/structural_anomalies/019.png,breakfast_box,test,structural_anomalies,019,1,0.5676057705512414,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_019.png,140.2111600000353
GridAware DINOv2,breakfast_box/test/structural_anomalies/020,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/020.png,breakfast_box/test/structural_anomalies/020.png,breakfast_box,test,structural_anomalies,020,1,0.8076543303636404,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_020.png,140.13868999973056
GridAware DINOv2,breakfast_box/test/structural_anomalies/021,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/021.png,breakfast_box/test/structural_anomalies/021.png,breakfast_box,test,structural_anomalies,021,1,0.5673557909635397,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_021.png,145.7132810000985
GridAware DINOv2,breakfast_box/test/structural_anomalies/022,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/022.png,breakfast_box/test/structural_anomalies/022.png,breakfast_box,test,structural_anomalies,022,1,0.5777751299051138,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_022.png,140.17662599962932
GridAware DINOv2,breakfast_box/test/structural_anomalies/023,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/023.png,breakfast_box/test/structural_anomalies/023.png,breakfast_box,test,structural_anomalies,023,1,0.6727941265472999,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_023.png,142.80951199998526
GridAware DINOv2,breakfast_box/test/structural_anomalies/024,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/024.png,breakfast_box/test/structural_anomalies/024.png,breakfast_box,test,structural_anomalies,024,1,0.5674778039638813,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_024.png,143.67890800076566
GridAware DINOv2,breakfast_box/test/structural_anomalies/025,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/025.png,breakfast_box/test/structural_anomalies/025.png,breakfast_box,test,structural_anomalies,025,1,0.586137225994697,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_025.png,138.09355900048104
GridAware DINOv2,breakfast_box/test/structural_anomalies/026,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/026.png,breakfast_box/test/structural_anomalies/026.png,breakfast_box,test,structural_anomalies,026,1,0.6241852205533248,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_026.png,152.9377660008322
GridAware DINOv2,breakfast_box/test/structural_anomalies/027,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/027.png,breakfast_box/test/structural_anomalies/027.png,breakfast_box,test,structural_anomalies,027,1,0.6017690369716058,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_027.png,142.074065000088
GridAware DINOv2,breakfast_box/test/structural_anomalies/028,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/028.png,breakfast_box/test/structural_anomalies/028.png,breakfast_box,test,structural_anomalies,028,1,0.49235483087026155,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_028.png,189.12233199989714
GridAware DINOv2,breakfast_box/test/structural_anomalies/029,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/029.png,breakfast_box/test/structural_anomalies/029.png,breakfast_box,test,structural_anomalies,029,1,0.6719009005106412,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_029.png,185.27195399929042
GridAware DINOv2,breakfast_box/test/structural_anomalies/030,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/030.png,breakfast_box/test/structural_anomalies/030.png,breakfast_box,test,structural_anomalies,030,1,0.824892846437601,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_030.png,192.4531009999555
GridAware DINOv2,breakfast_box/test/structural_anomalies/031,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/031.png,breakfast_box/test/structural_anomalies/031.png,breakfast_box,test,structural_anomalies,031,1,0.6389877200126648,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_031.png,183.43776100027753
GridAware DINOv2,breakfast_box/test/structural_anomalies/032,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/032.png,breakfast_box/test/structural_anomalies/032.png,breakfast_box,test,structural_anomalies,032,1,0.7059831344164335,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_032.png,189.94797699997434
GridAware DINOv2,breakfast_box/test/structural_anomalies/033,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/033.png,breakfast_box/test/structural_anomalies/033.png,breakfast_box,test,structural_anomalies,033,1,0.6827469101318946,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_033.png,176.79489199963427
GridAware DINOv2,breakfast_box/test/structural_anomalies/034,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/034.png,breakfast_box/test/structural_anomalies/034.png,breakfast_box,test,structural_anomalies,034,1,0.45693314992464507,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_034.png,175.30831300064165
GridAware DINOv2,breakfast_box/test/structural_anomalies/035,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/035.png,breakfast_box/test/structural_anomalies/035.png,breakfast_box,test,structural_anomalies,035,1,0.6194758208898398,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_035.png,184.96509499982494
GridAware DINOv2,breakfast_box/test/structural_anomalies/036,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/036.png,breakfast_box/test/structural_anomalies/036.png,breakfast_box,test,structural_anomalies,036,1,0.5911349654197693,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_036.png,180.80674900011218
GridAware DINOv2,breakfast_box/test/structural_anomalies/037,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/037.png,breakfast_box/test/structural_anomalies/037.png,breakfast_box,test,structural_anomalies,037,1,0.5542041934453524,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_037.png,189.27606899978855
GridAware DINOv2,breakfast_box/test/structural_anomalies/038,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/038.png,breakfast_box/test/structural_anomalies/038.png,breakfast_box,test,structural_anomalies,038,1,0.5662120305574857,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_038.png,187.16453699926205
GridAware DINOv2,breakfast_box/test/structural_anomalies/039,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/039.png,breakfast_box/test/structural_anomalies/039.png,breakfast_box,test,structural_anomalies,039,1,0.6621914620582874,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_039.png,195.2613929997824
GridAware DINOv2,breakfast_box/test/structural_anomalies/040,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/040.png,breakfast_box/test/structural_anomalies/040.png,breakfast_box,test,structural_anomalies,040,1,0.6188660928836236,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_040.png,177.59006100004626
GridAware DINOv2,breakfast_box/test/structural_anomalies/041,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/041.png,breakfast_box/test/structural_anomalies/041.png,breakfast_box,test,structural_anomalies,041,1,0.6269314380792471,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_041.png,175.13658500047313
GridAware DINOv2,breakfast_box/test/structural_anomalies/042,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/042.png,breakfast_box/test/structural_anomalies/042.png,breakfast_box,test,structural_anomalies,042,1,0.5625467758912307,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_042.png,189.20241500018165
GridAware DINOv2,breakfast_box/test/structural_anomalies/043,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/043.png,breakfast_box/test/structural_anomalies/043.png,breakfast_box,test,structural_anomalies,043,1,0.5651125724499042,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_043.png,212.7528129994971
GridAware DINOv2,breakfast_box/test/structural_anomalies/044,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/044.png,breakfast_box/test/structural_anomalies/044.png,breakfast_box,test,structural_anomalies,044,1,0.5407909017342788,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_044.png,186.18946599963238
GridAware DINOv2,breakfast_box/test/structural_anomalies/045,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/045.png,breakfast_box/test/structural_anomalies/045.png,breakfast_box,test,structural_anomalies,045,1,0.524698589856808,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_045.png,194.0303399996992
GridAware DINOv2,breakfast_box/test/structural_anomalies/046,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/046.png,breakfast_box/test/structural_anomalies/046.png,breakfast_box,test,structural_anomalies,046,1,0.5510335174890665,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_046.png,188.09327500002837
GridAware DINOv2,breakfast_box/test/structural_anomalies/047,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/047.png,breakfast_box/test/structural_anomalies/047.png,breakfast_box,test,structural_anomalies,047,1,0.5426541039576898,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_047.png,147.84068600056344
GridAware DINOv2,breakfast_box/test/structural_anomalies/048,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/048.png,breakfast_box/test/structural_anomalies/048.png,breakfast_box,test,structural_anomalies,048,1,0.6095425669963543,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_048.png,141.26196899997012
GridAware DINOv2,breakfast_box/test/structural_anomalies/049,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/049.png,breakfast_box/test/structural_anomalies/049.png,breakfast_box,test,structural_anomalies,049,1,0.5732658138641944,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_049.png,140.00397000017983
GridAware DINOv2,breakfast_box/test/structural_anomalies/050,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/050.png,breakfast_box/test/structural_anomalies/050.png,breakfast_box,test,structural_anomalies,050,1,0.554431832753695,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_050.png,141.3945779995629
GridAware DINOv2,breakfast_box/test/structural_anomalies/051,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/051.png,breakfast_box/test/structural_anomalies/051.png,breakfast_box,test,structural_anomalies,051,1,0.5607888904901651,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_051.png,143.08467899991228
GridAware DINOv2,breakfast_box/test/structural_anomalies/052,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/052.png,breakfast_box/test/structural_anomalies/052.png,breakfast_box,test,structural_anomalies,052,1,0.5379562630103185,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_052.png,142.01605499965808
GridAware DINOv2,breakfast_box/test/structural_anomalies/053,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/053.png,breakfast_box/test/structural_anomalies/053.png,breakfast_box,test,structural_anomalies,053,1,0.5190122838203723,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_053.png,148.6215020004238
GridAware DINOv2,breakfast_box/test/structural_anomalies/054,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/054.png,breakfast_box/test/structural_anomalies/054.png,breakfast_box,test,structural_anomalies,054,1,0.5142996586286105,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_054.png,141.23649900011515
GridAware DINOv2,breakfast_box/test/structural_anomalies/055,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/055.png,breakfast_box/test/structural_anomalies/055.png,breakfast_box,test,structural_anomalies,055,1,0.5247926207689139,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_055.png,146.55650999975478
GridAware DINOv2,breakfast_box/test/structural_anomalies/056,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/056.png,breakfast_box/test/structural_anomalies/056.png,breakfast_box,test,structural_anomalies,056,1,0.6166929694322439,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_056.png,139.64827100062394
GridAware DINOv2,breakfast_box/test/structural_anomalies/057,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/057.png,breakfast_box/test/structural_anomalies/057.png,breakfast_box,test,structural_anomalies,057,1,0.529996965940182,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_057.png,143.4994330002155
GridAware DINOv2,breakfast_box/test/structural_anomalies/058,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/058.png,breakfast_box/test/structural_anomalies/058.png,breakfast_box,test,structural_anomalies,058,1,0.5099033529941852,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_058.png,154.8877100003665
GridAware DINOv2,breakfast_box/test/structural_anomalies/059,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/059.png,breakfast_box/test/structural_anomalies/059.png,breakfast_box,test,structural_anomalies,059,1,0.5612309208283057,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_059.png,145.83063699956256
GridAware DINOv2,breakfast_box/test/structural_anomalies/060,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/060.png,breakfast_box/test/structural_anomalies/060.png,breakfast_box,test,structural_anomalies,060,1,0.515160858631134,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_060.png,144.86143100020854
GridAware DINOv2,breakfast_box/test/structural_anomalies/061,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/061.png,breakfast_box/test/structural_anomalies/061.png,breakfast_box,test,structural_anomalies,061,1,0.46252742638954747,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_061.png,142.46677400024055
GridAware DINOv2,breakfast_box/test/structural_anomalies/062,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/062.png,breakfast_box/test/structural_anomalies/062.png,breakfast_box,test,structural_anomalies,062,1,0.5930779117804307,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_062.png,143.0153950004751
GridAware DINOv2,breakfast_box/test/structural_anomalies/063,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/063.png,breakfast_box/test/structural_anomalies/063.png,breakfast_box,test,structural_anomalies,063,1,0.5200846034746903,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_063.png,148.30511000036495
GridAware DINOv2,breakfast_box/test/structural_anomalies/064,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/064.png,breakfast_box/test/structural_anomalies/064.png,breakfast_box,test,structural_anomalies,064,1,0.5154293431685522,6x6,dinov2-small,/content/lab/Project_A_LOCO_AD/06_method_results/GridAware_DINOv2/gridaware_anomaly_maps/breakfast_box_structural_anomalies_064.png,144.38310700006696
GridAware DINOv2,breakfast_box/test/structural_anomalies/065,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/065.png,breakfast_box/test/structural_anomalies/065.png,breakfast_box,test,structural_anomalies,065,1,0.5444632401833167,6x6,dinov2-small,,141.9635880001806
GridAware DINOv2,breakfast_box/test/structural_anomalies/066,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/066.png,breakfast_box/test/structural_anomalies/066.png,breakfast_box,test,structural_anomalies,066,1,0.5296574051563556,6x6,dinov2-small,,135.39111400041293
GridAware DINOv2,breakfast_box/test/structural_anomalies/067,/content/lab/Project_A_LOCO_AD/03_cleaned_data/loco_cleaned_letterbox_384/breakfast_box/test/structural_anomalies/067.png,breakfast_box/test/structural_anomalies/067.png,breakfast_box,test,structural_anomalies,067,1,0.5389332221104548,6x6,dinov2-small,,138.74212999962765
